newsletter_source,product_name,category,price,availability,product_url,image_url,product_description
Gramedia,Dongeng Si Kancil,Buku Anak,Rp 30.000,Tersedia,https://www.gramedia.com/products/buku-anak-si-kancil,https://cdn.gramedia.com/uploads/items/buku-anak-si-kancil.jpg,Dongeng anak-anak klasik yang menghibur dan mendidik tentang Si Kancil yang pintar.
Gramedia,7 Habits of Highly Effective People,Pengembangan Diri,Rp 120.000,Tersedia,https://www.gramedia.com/products/buku-pd-7-habits,https://cdn.gramedia.com/uploads/items/buku-pd-7-habits.jpg,Buku inspiratif yang mengajarkan 7 kebiasaan orang yang efektif.  Untuk meningkatkan produktivitas dan keseimbangan hidup.
Gramedia,Rich Dad Poor Dad,Bisnis & Ekonomi,Rp 90.000,Tersedia,https://www.gramedia.com/products/buku-bisnis-rich-dad-poor-dad,https://cdn.gramedia.com/uploads/items/buku-bisnis-rich-dad-poor-dad.jpg,"Panduan keuangan yang praktis dan inspiratif, cocok bagi siapa saja yang ingin mencapai kemandirian finansial."
Gramedia,Matematika SMA Kelas 10,Buku Pelajaran,Rp 75.000,Tersedia,https://www.gramedia.com/products/buku-pelajaran-matematika-sma-kelas-10,https://cdn.gramedia.com/uploads/items/buku-pelajaran-matematika-sma.jpg,Buku paket Matematika SMA kelas 10 yang lengkap dan mudah dipahami. Dilengkapi soal latihan.
Gramedia,Buku Tulis Campus Isi 50 Lembar,Buku Tulis,Rp 25.000,Tersedia,https://www.gramedia.com/products/buku-tulis-campus-50,https://cdn.gramedia.com/uploads/items/buku-tulis-campus-50.jpg,Buku tulis berkualitas dengan kertas halus dan tebal.  Isi 50 lembar.
Gramedia,Pulpen Gel Joyko GP-265 Hitam,Pulpen,Rp 15.000,Tersedia,https://www.gramedia.com/products/pulpen-gel-joyko-gp-265,https://cdn.gramedia.com/uploads/items/pulpen-gel-joyko.jpg,Pulpen gel Joyko dengan tinta hitam yang halus dan tahan lama.  Tulis dengan nyaman.
Gramedia,Pensil 2B Faber-Castell,Pensil,Rp 10.000,Tersedia,https://www.gramedia.com/products/pensil-2b-faber-castell,https://cdn.gramedia.com/uploads/items/pensil-2b-faber-castell.jpg,"Pensil 2B Faber-Castell berkualitas, cocok untuk menggambar dan menulis."
Gramedia,Spidol Pilot Warna-Warni,Spidol,Rp 30.000,Tersedia,https://www.gramedia.com/products/spidol-pilot-warna,https://cdn.gramedia.com/uploads/items/spidol-pilot-warna.jpg,Spidol Pilot dengan warna-warna cerah dan tahan lama.  Cocok untuk berbagai keperluan.
Gramedia,Kuas Lukis Rambut Sapi,Peralatan Seni Lukis,Rp 40.000,Tersedia,https://www.gramedia.com/products/kuas-lukis-rambut-sapi,https://cdn.gramedia.com/uploads/items/kuas-lukis-rambut-sapi.jpg,"Kuas lukis berbulu lembut dari rambut sapi, cocok untuk berbagai teknik melukis."
Gramedia,Kertas Printer A4 70gsm,Kertas Printer,Rp 35.000,Tersedia,https://www.gramedia.com/products/kertas-printer-a4-70gsm,https://cdn.gramedia.com/uploads/items/kertas-printer-a4-70gsm.jpg,"Kertas printer A4 70gsm berkualitas, cocok untuk mencetak dokumen dan foto."
Gramedia,Map & Ordner Plastik,Map & Ordner,Rp 20.000,Tersedia,https://www.gramedia.com/products/map-ordner-plastik,https://cdn.gramedia.com/uploads/items/map-ordner-plastik.jpg,Map dan Ordner plastik yang tahan lama dan praktis untuk menyimpan dokumen.
Gramedia,Organizer Meja Plastik,Organizer Meja,Rp 45.000,Tersedia,https://www.gramedia.com/products/organizer-meja-plastik,https://cdn.gramedia.com/uploads/items/organizer-meja-plastik.jpg,Organizer meja praktis untuk menyimpan peralatan tulis dan perlengkapan kantor.
Gramedia,Ransel Sekolah Anak,Tas Sekolah,Rp 150.000,Tersedia,https://www.gramedia.com/products/tas-sekolah-ransel,https://cdn.gramedia.com/uploads/items/tas-sekolah-ransel.jpg,Tas ransel sekolah yang nyaman dan tahan lama dengan banyak kompartemen.
Gramedia,Tempat Pensil Kain Kanvas,Tempat Pensil,Rp 25.000,Tersedia,https://www.gramedia.com/products/tempat-pensil-kain-kanvas,https://cdn.gramedia.com/uploads/items/tempat-pensil-kain-kanvas.jpg,Tempat pensil berbahan kain kanvas yang kuat dan tahan lama.
Gramedia,Kalkulator Casio FX-82MS,Kalkulator,Rp 60.000,Tersedia,https://www.gramedia.com/products/kalkulator-casio-fx-82ms,https://cdn.gramedia.com/uploads/items/kalkulator-casio-fx-82ms.jpg,Kalkulator Casio FX-82MS yang handal dan akurat untuk keperluan sekolah dan kantor.
Gramedia,Majalah Bobo Edisi Terbaru,Majalah,Rp 20.000,Tersedia,https://www.gramedia.com/products/majalah-bobo,https://cdn.gramedia.com/uploads/items/majalah-bobo.jpg,"Majalah Bobo edisi terbaru, bacaan seru untuk anak-anak."
Gramedia,Cinta Abadi karya Ratih Kumala,Novel Fiksi,Rp 70.000,Stok Terbatas,https://www.gramedia.com/products/novel-cinta-abadi,https://cdn.gramedia.com/uploads/items/novel-cinta-abadi.jpg,Kisah cinta yang mengharukan dan penuh liku.  Sangat direkomendasikan bagi pecinta roman.
Gramedia,Doraemon Vol. 2,Komik,Rp 40.000,Tersedia,https://www.gramedia.com/products/komik-doraemon-vol-2,https://cdn.gramedia.com/uploads/items/komik-doraemon-vol-2.jpg,Petualangan seru bersama kucing robot dari masa depan.  Edisi kedua yang tak kalah menarik!
Gramedia,Cerita Rakyat Indonesia,Buku Anak,Rp 25.000,Tersedia,https://www.gramedia.com/products/buku-anak-cerita-rakyat,https://cdn.gramedia.com/uploads/items/buku-anak-cerita-rakyat.jpg,Kumpulan cerita rakyat Indonesia yang penuh warna dan imajinasi.
Gramedia,Mindset karya Carol S. Dweck,Pengembangan Diri,Rp 100.000,Tersedia,https://www.gramedia.com/products/buku-pd-mindset,https://cdn.gramedia.com/uploads/items/buku-pd-mindset.jpg,Ubah pola pikir Anda dan raih kesuksesan dengan buku Mindset karya Carol S. Dweck.
Gramedia,Strategi Marketing Jitu,Bisnis & Ekonomi,Rp 110.000,Tersedia,https://www.gramedia.com/products/buku-bisnis-marketing,https://cdn.gramedia.com/uploads/items/buku-bisnis-marketing.jpg,Panduan lengkap strategi marketing untuk bisnis Anda agar semakin berkembang.
Gramedia,Fisika SMA Kelas 11,Buku Pelajaran,Rp 80.000,Tersedia,https://www.gramedia.com/products/buku-pelajaran-fisika-sma-kelas-11,https://cdn.gramedia.com/uploads/items/buku-pelajaran-fisika-sma.jpg,Buku paket Fisika SMA kelas 11 yang komprehensif dan mudah dipahami.  Terlengkap!
Gramedia,Buku Tulis Kiky Isi 100 Lembar,Buku Tulis,Rp 30.000,Tersedia,https://www.gramedia.com/products/buku-tulis-kiky-100,https://cdn.gramedia.com/uploads/items/buku-tulis-kiky-100.jpg,Buku tulis Kiky dengan kualitas kertas yang baik dan desain cover yang menarik.
Gramedia,Pulpen Stabilo Biru,Pulpen,Rp 12.000,Tersedia,https://www.gramedia.com/products/pulpen-stabilo-biru,https://cdn.gramedia.com/uploads/items/pulpen-stabilo-biru.jpg,Pulpen Stabilo dengan tinta biru yang lancar dan nyaman digunakan.
Gramedia,Pensil HB Derwent,Pensil,Rp 18.000,Tersedia,https://www.gramedia.com/products/pensil-hb-derwent,https://cdn.gramedia.com/uploads/items/pensil-hb-derwent.jpg,"Pensil HB Derwent kualitas tinggi, cocok untuk sketsa dan gambar detail."
Gramedia,Spidol Papermate Hitam,Spidol,Rp 25.000,Tersedia,https://www.gramedia.com/products/spidol-papermate-hitam,https://cdn.gramedia.com/uploads/items/spidol-papermate-hitam.jpg,"Spidol Papermate warna hitam, tinta pekat dan tahan lama."
Gramedia,Cat Air Warna-Warni,Peralatan Seni Lukis,Rp 50.000,Tersedia,https://www.gramedia.com/products/cat-air-warna,https://cdn.gramedia.com/uploads/items/cat-air-warna.jpg,"Cat air warna-warni berkualitas tinggi, untuk hasil lukisan yang memukau."
Gramedia,Kertas Printer A4 80gsm,Kertas Printer,Rp 40.000,Tersedia,https://www.gramedia.com/products/kertas-printer-a4-80gsm,https://cdn.gramedia.com/uploads/items/kertas-printer-a4-80gsm.jpg,"Kertas printer A4 80gsm, lebih tebal dan cocok untuk mencetak dokumen penting."
Gramedia,Map & Ordner Kertas,Map & Ordner,Rp 15.000,Tersedia,https://www.gramedia.com/products/map-ordner-kertas,https://cdn.gramedia.com/uploads/items/map-ordner-kertas.jpg,"Map dan Ordner kertas berkualitas, praktis dan ekonomis."
Gramedia,Organizer Meja Kayu,Organizer Meja,Rp 70.000,Tersedia,https://www.gramedia.com/products/organizer-meja-kayu,https://cdn.gramedia.com/uploads/items/organizer-meja-kayu.jpg,Organizer meja berbahan kayu yang elegan dan awet.
Gramedia,Tas Sekolah Troli,Tas Sekolah,Rp 200.000,Tersedia,https://www.gramedia.com/products/tas-sekolah-troli,https://cdn.gramedia.com/uploads/items/tas-sekolah-troli.jpg,"Tas sekolah dengan roda yang mudah dibawa, cocok untuk siswa yang membawa banyak buku."
Gramedia,Tempat Pensil Plastik Transparan,Tempat Pensil,Rp 10.000,Tersedia,https://www.gramedia.com/products/tempat-pensil-plastik-transparan,https://cdn.gramedia.com/uploads/items/tempat-pensil-plastik-transparan.jpg,"Tempat pensil transparan dari plastik, mudah melihat isi di dalamnya."
Gramedia,Kalkulator Citizen SR-270X,Kalkulator,Rp 50.000,Tersedia,https://www.gramedia.com/products/kalkulator-citizen-sr-270x,https://cdn.gramedia.com/uploads/items/kalkulator-citizen-sr-270x.jpg,Kalkulator Citizen SR-270X yang akurat dan mudah digunakan.
Gramedia,Majalah National Geographic,Majalah,Rp 40.000,Tersedia,https://www.gramedia.com/products/majalah-national-geographic,https://cdn.gramedia.com/uploads/items/majalah-national-geographic.jpg,"Majalah National Geographic edisi terbaru, eksplorasi dunia yang menakjubkan."
Gramedia,Rahasia di Balik Hutan karya Anya Petrova,Novel Fiksi,Rp 80.000,Segera Terbit,https://www.gramedia.com/products/novel-misteri-baru,https://cdn.gramedia.com/uploads/items/novel-misteri-baru.jpg,Novel misteri terbaru yang menegangkan dan penuh teka-teki.  Siap-siap dibuat penasaran!
Gramedia,One Piece Vol. 1,Manga,Rp 55.000,Tersedia,https://www.gramedia.com/products/manga-one-piece-vol-1,https://cdn.gramedia.com/uploads/items/manga-one-piece-vol-1.jpg,Petualangan Luffy dan kru Topi Jerami untuk menemukan One Piece.
Gramedia,Sejarah Indonesia Modern,Novel Non-Fiksi,Rp 100.000,Tersedia,https://www.gramedia.com/products/sejarah-indonesia,https://cdn.gramedia.com/uploads/items/sejarah-indonesia.jpg,Buku sejarah Indonesia yang komprehensif dan detail.
Gramedia,Buku Tulis Spiral 80 Lembar,Buku Tulis,Rp 22.000,Tersedia,https://www.gramedia.com/products/buku-tulis-spiral-80,https://cdn.gramedia.com/uploads/items/buku-tulis-spiral-80.jpg,"Buku tulis spiral 80 lembar, praktis dan mudah dibawa."
Gramedia,Pulpen Ballpoint Hitam,Pulpen,Rp 8.000,Tersedia,https://www.gramedia.com/products/pulpen-ballpoint-hitam,https://cdn.gramedia.com/uploads/items/pulpen-ballpoint-hitam.jpg,"Pulpen ballpoint hitam ekonomis, cocok untuk penggunaan sehari-hari."
Gramedia,Pensil Warna 12 Batang,Pensil,Rp 20.000,Tersedia,https://www.gramedia.com/products/pensil-warna-12,https://cdn.gramedia.com/uploads/items/pensil-warna-12.jpg,"Pensil warna 12 batang, ideal untuk mewarnai gambar anak-anak."
Gramedia,Spidol Broad Tip Merah,Spidol,Rp 18.000,Tersedia,https://www.gramedia.com/products/spidol-broad-tip-merah,https://cdn.gramedia.com/uploads/items/spidol-broad-tip-merah.jpg,"Spidol broad tip warna merah, untuk menulis huruf besar."
Gramedia,Kertas Gambar A3,Peralatan Seni Lukis,Rp 35.000,Tersedia,https://www.gramedia.com/products/kertas-gambar-a3,https://cdn.gramedia.com/uploads/items/kertas-gambar-a3.jpg,"Kertas gambar ukuran A3, cocok untuk sketsa dan lukisan."
Gramedia,Kertas Foto Glossy,Kertas Printer,Rp 50.000,Tersedia,https://www.gramedia.com/products/kertas-foto-glossy,https://cdn.gramedia.com/uploads/items/kertas-foto-glossy.jpg,"Kertas foto glossy, hasil cetakan lebih tajam dan berkilau."
Gramedia,Map & Ordner Kain,Map & Ordner,Rp 30.000,Tersedia,https://www.gramedia.com/products/map-ordner-kain,https://cdn.gramedia.com/uploads/items/map-ordner-kain.jpg,"Map dan Ordner berbahan kain, desain elegan dan kokoh."
Gramedia,Organizer Meja Akrilik,Organizer Meja,Rp 60.000,Tersedia,https://www.gramedia.com/products/organizer-meja-akrilik,https://cdn.gramedia.com/uploads/items/organizer-meja-akrilik.jpg,Organizer meja akrilik yang transparan dan modern.
Gramedia,Tas Sekolah Jinjing,Tas Sekolah,Rp 120.000,Tersedia,https://www.gramedia.com/products/tas-sekolah-jinjing,https://cdn.gramedia.com/uploads/items/tas-sekolah-jinjing.jpg,Tas sekolah jinjing yang praktis dan ringan.
Gramedia,Tempat Pensil Metal,Tempat Pensil,Rp 35.000,Tersedia,https://www.gramedia.com/products/tempat-pensil-metal,https://cdn.gramedia.com/uploads/items/tempat-pensil-metal.jpg,Tempat pensil metal yang kokoh dan tahan lama.
Gramedia,Kalkulator Scientific,Kalkulator,Rp 80.000,Tersedia,https://www.gramedia.com/products/kalkulator-scientific,https://cdn.gramedia.com/uploads/items/kalkulator-scientific.jpg,Kalkulator scientific untuk perhitungan yang kompleks.
Gramedia,Majalah Intisari,Majalah,Rp 30.000,Tersedia,https://www.gramedia.com/products/majalah-intisari,https://cdn.gramedia.com/uploads/items/majalah-intisari.jpg,"Majalah Intisari edisi terbaru, bacaan informatif dan inspiratif."
